0.55348,0.54984
0.79518,0.84547
0.85177,0.44936
0.44343,0.99554
0.24042,0.94461
0.84900,0.93383
0.00358,0.85620
0.26643,0.60853
0.75355,0.16607
0.50508,0.27793
0.22961,0.01371
0.96987,0.70144
0.15493,0.48478
0.09369,0.60575
0.65993,0.98245
0.60213,0.68296
0.72230,0.45084
0.04066,0.44058
0.88935,0.59318
0.20673,0.00812
0.83430,0.33279
0.83279,0.08591
0.51904,0.47223
0.73567,0.43819
0.24832,0.22025
0.81274,0.25029
0.24378,0.03408
0.42815,0.40288
0.70429,0.90545
0.24627,0.18741
0.76245,0.09353
0.56272,0.02549
